id,submit_time,men,women,1_14,15_24,25_49,50_64,65+,education,farm,income,message1946,message1964,message1981,message2012,trans1946,trans1964,trans1981,trans2012,insurance,experience,1904,1946,1964,1981,2012,levee,report,maner,location_code
123,2018-02-22 10:27:00,1,1,0,0,2,0,0,college or higher,False,"10,000~20,000",null,null,null,mobile phone,null,null,bycycle,car,True,null,do not know,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,6,5,5,B 
124,2018-02-22 10:30:00,2,2,1,1,2,0,0,college or higher,False,"20,000~50,000",null,null,null,fixed telephone; mobile phone; network,null,null,motor,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,9,9,9,B 
125,2018-02-22 10:34:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,fixed telephone; mobile phone; network,null; bycycle,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,5,5,5,B 
126,2018-02-22 10:36:00,3,5,0,3,5,0,0,college or higher,False,"5,000~10,000",null,null,null,mobile phone,null,null,null,motor,False,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,10,9,9,B 
127,2018-02-22 10:39:00,2,2,0,1,2,0,1,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,bycycle,car,False,null,do not know,do not know,do not know,heard of somewhere,do not know,10,10,10,B 
128,2018-02-22 10:40:00,2,1,0,1,2,0,0,college or higher,False,"5,000~10,000",null,null,fixed telephone,network,null,null,motor,car,False,null,heard of somewhere,heard of somewhere,know from written records,heard of somewhere,heard of somewhere,7,8,8,B 
129,2018-02-22 10:42:00,2,2,0,1,2,0,1,college or higher,False,"10,000~20,000",null,null,null,network,null,null,bycycle,car,True,null,do not know,heard of somewhere,heard of somewhere,do not know,know from written records,5,7,8,B 
130,2018-02-22 10:45:00,1,3,0,1,1,2,0,college or higher,True,"＞50,000",null,null,null,mobile phone,null,null,null,motor,False,null,do not know,do not know,do not know,do not know,do not know,5,5,5,B 
131,2018-02-22 10:47:00,1,2,0,1,2,0,0,college or higher,False,"10,000~20,000",null,null,null,fixed telephone; mobile phone; network,null,null,bycycle,bycycle,True,null,know from written records,know from written records,know from written records,know from written records,heard of somewhere,7,5,6,B 
132,2018-02-22 10:48:00,2,2,0,2,1,1,0,college or higher,False,"＞50,000",null,fixed telephone,mobile phone,network,null,bycycle,bycycle,car,True,null,do not know,know from written records,do not know,do not know,do not know,5,5,5,B 
133,2018-02-22 10:49:00,1,2,0,1,2,0,0,senior high school,False,"20,000~50,000",null,null,null,network,null,bycycle,bycycle,bycycle,True,null,know from written records,know from written records,know from written records,know from written records,know from written records,7,7,9,B 
134,2018-02-22 10:51:00,1,2,0,1,2,0,0,college or higher,False,"＞50,000",null,null,fixed telephone,network,null,null,bycycle,car,True,null,do not know,heard of somewhere,heard of somewhere,do not know,do not know,5,5,5,B 
135,2018-02-22 10:51:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,fixed telephone,network,null,bycycle,bycycle,car,True,null,know from written records,know from written records,do not know,do not know,do not know,5,5,5,B 
136,2018-02-22 10:54:00,3,2,1,0,2,0,2,vocational college,False,"20,000~50,000",null,null,fixed telephone,fixed telephone; mobile phone; network,null,bycycle,motor,bycycle; car,False,null,do not know,do not know,do not know,do not know,know from written records,9,9,9,B 
137,2018-02-22 10:56:00,0,2,0,1,1,0,0,vocational college,False,"10,000~20,000",null,null,fixed telephone,mobile phone; network,null,bycycle,motor,motor,True,null,do not know,do not know,do not know,do not know,do not know,6,7,8,B 
138,2018-02-22 10:58:00,2,3,0,3,2,0,0,vocational college,True,"10,000~20,000",null,null,fixed telephone,mobile phone,null,bycycle,motor,car,True,null,do not know,do not know,do not know,do not know,do not know,9,9,9,B 
139,2018-02-22 11:00:00,2,3,0,2,3,0,0,vocational college,True,"＜5,000",null,null,null,fixed telephone,null,null,bycycle,motor,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,5,5,5,B 
140,2018-02-22 11:03:00,1,3,0,1,3,0,0,college or higher,False,"＞50,000",fixed telephone,fixed telephone,fixed telephone,mobile phone; network,bycycle,bycycle,bycycle; motor,car; bycycle,True,null,heard of somewhere,heard of somewhere,heard of somewhere,do not know,heard of somewhere,5,7,7,B 
141,2018-02-22 11:13:00,2,1,0,1,0,2,0,college or higher,False,"10,000~20,000",null,null,null,mobile phone; network,null,null,null,bycycle; car,True,null,do not know,do not know,do not know,do not know,know from written records,9,9,9,B 
142,2018-02-22 11:20:00,2,2,0,2,2,0,0,college or higher,False,"20,000~50,000",null,null,null,network; mobile phone; fixed telephone,null,bycycle,bycycle,bycycle,True,null,heard of somewhere,heard of somewhere,know from written records,know from written records,know from written records; heard of somewhere,8,7,7,B 
143,2018-02-22 11:22:00,1,2,1,0,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone; fixed telephone; network,null,null,bycycle,car; bycycle; motor,True,flooding,do not know,do not know,know from written records; heard of somewhere; heard from intimates; know from written records,heard of somewhere,do not know,10,10,10,C 
144,2018-02-22 11:25:00,3,1,0,2,2,0,0,college or higher,False,"＜5,000",null,null,null,fixed telephone; mobile phone,null,null,null,car,True,flooding,know from written records,know from written records,know from written records,know from written records,experienced,6,5,7,B 
145,2018-02-22 11:29:00,2,2,1,1,2,0,1,college or higher,True,"5,000~10,000",null,null,null,network,null,bycycle,bycycle,car,True,flooding,heard of somewhere,heard of somewhere,heard from intimates,heard from intimates,heard from intimates,6,7,5,D 
146,2018-02-22 11:34:00,3,2,0,1,0,2,2,college or higher,False,"10,000~20,000",null,null,null,mobile phone,null,null,null,bycycle,False,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,10,10,10,B
147,2018-02-22 11:44:00,4,4,1,1,2,4,0,college or higher,True,"5,000~10,000",null,null,null,fixed telephone,null,null,bycycle,motor,True,inundation,do not know,do not know,do not know,do not know,heard from intimates,10,10,10,A 
148,2018-02-22 11:44:00,2,2,1,1,2,0,1,college or higher,False,"＞50,000",mobile phone,null,fixed telephone,mobile phone,null,null,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,heard of somewhere,8,8,8,A
149,2018-02-22 11:46:00,1,2,1,0,2,0,0,senior high school,False,"5,000~10,000",mobile phone,null,null,mobile phone,null,null,bycycle,motor,True,null,know from written records,know from written records,know from written records; heard of somewhere,heard of somewhere,know from written records,10,10,10,A
150,2018-02-22 11:50:00,3,1,0,2,2,0,0,college or higher,False,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,motor,False,null,know from written records,know from written records,heard of somewhere,heard of somewhere,heard of somewhere,5,9,9,B 
151,2018-02-22 11:53:00,3,1,0,2,2,0,0,college or higher,False,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,motor,False,null,know from written records,know from written records,know from written records,know from written records,know from written records,5,9,9,B 
152,2018-02-22 12:05:00,2,1,1,0,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone; network,null,null,bycycle,car,True,null,do not know,do not know,heard of somewhere,heard of somewhere,do not know,5,5,5,B
153,2018-02-22 12:27:00,4,5,0,1,2,2,4,college or higher,True,"10,000~20,000",null,null,null,fixed telephone,null,null,bycycle,bycycle,True,null,do not know,do not know,do not know,heard of somewhere,heard of somewhere,4,9,9,B 
154,2018-02-22 12:56:00,1,2,1,1,1,0,0,college or higher,False,"5,000~10,000",null,null,null,mobile phone,null,null,null,bycycle,True,null,do not know,do not know,do not know,do not know,do not know,6,7,7,C
155,2018-02-22 13:01:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone; fixed telephone; network,null,null,null,car,True,null,do not know,do not know,do not know,do not know,know from written records,8,8,6,B 
156,2018-02-22 13:04:00,2,1,0,0,2,0,0,college or higher,False,"＞50,000",null,null,null,fixed telephone; mobile phone; network,null,null,bycycle,car,True,null,heard of somewhere,heard of somewhere,do not know,do not know,heard of somewhere,7,7,7,A 
157,2018-02-22 13:32:00,2,3,0,3,2,0,0,junior high school,False,"5,000~10,000",null,null,null,fixed telephone,null,null,bycycle,motor; bycycle,True,null,do not know,do not know,do not know,heard of somewhere,do not know,5,8,9,A 
158,2018-02-22 13:33:00,4,2,1,1,1,1,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,bycycle,bycycle,True,null,do not know,do not know,do not know,heard from intimates,heard from intimates,6,6,6,B
159,2018-02-22 13:33:00,2,3,0,0,5,0,0,vocational college,False,"20,000~50,000",null,null,fixed telephone,mobile phone,null,bycycle,bycycle,car,True,null,know from written records,heard of somewhere,heard of somewhere,know from written records,heard of somewhere,6,6,10,B 
160,2018-02-22 13:37:00,2,2,0,2,2,0,0,senior high school,False,"＞50,000",null,null,null,mobile phone,bycycle,bycycle,bycycle,car,True,null,know from written records; know from written records,heard from intimates; heard of somewhere,know from written records,heard from intimates,heard of somewhere; heard from intimates,5,8,7,C 
161,2018-02-22 13:46:00,4,4,1,1,2,2,2,vocational college,False,"10,000~20,000",null,null,fixed telephone,mobile phone,null,null,motor,motor,True,null,heard of somewhere,heard of somewhere,heard from intimates,heard from intimates,heard of somewhere,5,6,10,C 
162,2018-02-22 13:59:00,5,3,1,0,5,2,0,college or higher,False,"＜5,000",null,null,null,null,null,null,null,null,False,null,heard of somewhere; know from written records,know from written records; heard of somewhere,know from written records; heard of somewhere,know from written records; heard of somewhere,heard of somewhere; know from written records,6,6,6,C 
163,2018-02-22 14:02:00,2,2,0,0,2,0,0,college or higher,False,"20,000~50,000",null,null,null,fixed telephone,null,null,bycycle,null,True,null,do not know,do not know,do not know,heard of somewhere,heard of somewhere,6,6,6,C 
164,2018-02-22 14:03:00,1,1,0,0,0,2,0,college or higher,False,"5,000~10,000",null,null,null,mobile phone,null,null,null,car,True,null,know from written records,know from written records,know from written records,know from written records,know from written records,10,10,10,B 
165,2018-02-22 14:04:00,2,3,1,2,2,0,0,college or higher,True,"5,000~10,000",null,null,null,mobile phone; fixed telephone,null,null,bycycle,motor,True,flooding,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard from intimates,8,7,7,C 
166,2018-02-22 14:08:00,2,2,2,0,2,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone; network,null,null,bycycle,motor; bycycle; car,True,null,do not know,do not know,do not know,heard of somewhere,know from written records,6,8,9,B 
167,2018-02-22 14:09:00,3,1,1,1,2,0,0,college or higher,False,"20,000~50,000",null,null,null,fixed telephone,null,null,null,motor,True,null,heard of somewhere,do not know,do not know,do not know,heard of somewhere,4,6,10,B 
168,2018-02-22 14:17:00,2,4,1,3,2,0,0,college or higher,True,"5,000~10,000",null,null,null,fixed telephone,null,null,null,motor,False,null,heard of somewhere,know from written records,know from written records,know from written records,heard from intimates,7,7,6,A 
169,2018-02-22 14:22:00,2,2,0,1,1,2,0,college or higher,False,"10,000~20,000",null,null,null,mobile phone; network,null,null,null,bycycle,True,flooding,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,9,9,9,C 
170,2018-02-22 14:25:00,5,6,1,4,5,1,0,vocational college,False,"＞50,000",null,null,null,fixed telephone; mobile phone; network,bycycle,null,bycycle,car,True,null,know from written records,know from written records; heard of somewhere; know from written records,heard of somewhere; know from written records,know from written records; know from written records; heard of somewhere,heard from intimates,6,6,6,B 
171,2018-02-22 14:39:00,2,2,1,0,3,0,0,college or higher,False,"5,000~10,000",null,null,null,fixed telephone,null,null,null,bycycle,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,10,10,10,A 
172,2018-02-22 14:44:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,fixed telephone; mobile phone; network,null,bycycle,bycycle,bycycle; car,True,null,know from written records,know from written records,know from written records,know from written records,know from written records,10,10,10,A 
173,2018-02-22 14:44:00,2,1,0,1,2,0,0,college or higher,False,"＞50,000",null,null,null,fixed telephone; mobile phone,null,null,null,car; bycycle,True,null,know from written records,do not know,know from written records,know from written records,know from written records,8,7,8,B 
174,2018-02-22 14:44:00,2,2,1,1,3,0,0,vocational college,False,"＜5,000",null,null,null,fixed telephone; mobile phone; network,null,null,bycycle,motor; bycycle,True,null,know from written records,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,6,6,6,C
175,2018-02-22 14:53:00,3,1,0,1,2,0,1,college or higher,False,"＞50,000",null,null,null,fixed telephone; mobile phone; network,null,null,bycycle,bycycle; car,True,null,know from written records,know from written records,heard of somewhere,know from written records; heard of somewhere,know from written records,8,7,6,B 
176,2018-02-22 15:30:00,3,2,0,1,2,0,2,college or higher,True,"＞50,000",null,null,null,fixed telephone; mobile phone,null,null,bycycle,car,True,null,know from written records; heard of somewhere,know from written records; know from written records,heard of somewhere; know from written records,know from written records; heard from intimates; heard of somewhere,know from written records,9,9,9,B 
177,2018-02-22 15:31:00,4,4,1,1,2,0,4,college or higher,False,"20,000~50,000",null,null,null,fixed telephone; mobile phone; network,null,bycycle,bycycle,bycycle; motor,True,flooding,know from written records,know from written records; heard of somewhere,know from written records; heard of somewhere,know from written records; heard of somewhere,know from written records; heard of somewhere,10,8,8,A 
178,2018-02-22 15:50:00,1,1,0,0,0,2,0,vocational college,False,"＞50,000",mobile phone,null,null,mobile phone,null,null,null,car,False,null,do not know,do not know,do not know,heard of somewhere,do not know,6,6,6,A 
179,2018-02-22 15:55:00,2,2,0,2,2,0,0,vocational college,False,"10,000~20,000",null,null,null,fixed telephone; mobile phone,null,bycycle,bycycle,car,True,null,do not know,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,5,10,10,B 
180,2018-02-22 15:56:00,1,2,1,0,2,0,0,college or higher,False,"5,000~10,000",null,null,null,mobile phone; network,null,null,null,car; bycycle,True,null,heard of somewhere,heard of somewhere,know from written records,heard of somewhere,heard of somewhere,10,10,10,A 
181,2018-02-22 15:59:00,3,1,0,0,1,2,0,vocational college,False,"＜5,000",null,null,null,mobile phone,null,null,bycycle,motor,True,null,know from written records,know from written records,know from written records,heard of somewhere,do not know,6,6,6,A 
182,2018-02-22 16:08:00,2,2,0,2,2,0,0,college or higher,False,"10,000~20,000",null,null,null,mobile phone; network,bycycle,bycycle,motor; bycycle,car,True,null,heard of somewhere; know from written records; know from written records,know from written records; heard of somewhere; know from written records,know from written records; heard of somewhere; know from written records,know from written records; heard of somewhere; know from written records,know from written records; heard of somewhere,10,10,10,D
183,2018-02-22 16:12:00,2,1,0,1,1,1,0,college or higher,False,"5,000~10,000",null,null,null,fixed telephone; mobile phone,null,null,bycycle,bycycle,True,null,do not know,do not know,do not know,know from written records,know from written records,10,10,10,A 
184,2018-02-22 16:12:00,2,1,0,1,2,0,0,vocational college,False,"20,000~50,000",mobile phone; null,null,null,mobile phone; network,null,null,bycycle,motor,True,null,know from written records,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,5,9,10,B 
185,2018-02-22 16:13:00,1,2,1,0,2,0,0,college or higher,False,"10,000~20,000",null,null,null,mobile phone; network,null,null,null,null,True,flooding,do not know,do not know,do not know,do not know,heard of somewhere,2,2,2,B 
186,2018-02-22 16:13:00,2,2,0,0,2,2,0,college or higher,False,"＞50,000",null,null,fixed telephone,mobile phone; network,null,null,bycycle,car; motor,True,null,know from written records,know from written records,heard of somewhere,heard of somewhere,know from written records; heard of somewhere,6,6,6,B 
187,2018-02-22 16:26:00,3,3,1,1,2,0,2,college or higher,True,"＜5,000",mobile phone,null,null,fixed telephone,null,null,null,motor,False,inundation,know from written records; heard of somewhere,heard of somewhere; know from written records; know from written records,know from written records; heard of somewhere; know from written records; heard from intimates,know from written records; heard of somewhere; know from written records; heard from intimates,know from written records; heard of somewhere; heard from intimates,6,6,8,C 
188,2018-02-22 17:34:00,1,3,0,1,1,1,1,college or higher,True,"＞50,000",null,null,null,mobile phone,null,null,bycycle,car,True,null,do not know,do not know,do not know,heard of somewhere,do not know,5,6,9,B 
189,2018-02-22 17:36:00,3,3,1,3,2,0,0,college or higher,True,"5,000~10,000",null,null,null,mobile phone,null,null,bycycle,car,True,flooding; inundation,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,5,5,5,B 
190,2018-02-22 18:02:00,2,2,1,0,2,0,1,vocational college,False,"＞50,000",null,null,null,mobile phone; network,null,null,null,car,True,null,do not know,do not know,do not know,know from written records,do not know,5,5,5,A 
191,2018-02-22 18:07:00,5,1,0,2,1,2,0,college or higher,True,"5,000~10,000",null,null,null,mobile phone,null,null,null,motor,True,null,do not know,do not know,do not know,do not know,heard of somewhere,6,6,6,B 
192,2018-02-22 18:16:00,3,6,2,1,4,0,2,college or higher,True,"＞50,000",null,null,null,mobile phone; fixed telephone; network,null,null,bycycle,motor,True,null,heard of somewhere,know from written records,heard from intimates,experienced,heard from intimates,8,7,6,C 
193,2018-02-22 18:27:00,2,3,0,1,1,3,1,vocational college,False,"＜5,000",null,null,null,mobile phone,null,null,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard from intimates,5,2,3,B 
194,2018-02-22 18:34:00,1,2,0,1,1,1,0,college or higher,False,"＞50,000",null,null,null,fixed telephone; mobile phone; network,null,bycycle,bycycle,car,True,flooding; inundation,do not know,heard of somewhere,heard of somewhere,experienced,know from written records,8,6,7,D 
195,2018-02-22 18:58:00,2,1,1,0,2,0,0,college or higher,False,"20,000~50,000",null,null,fixed telephone,mobile phone,null,bycycle,bycycle,car,False,null,do not know,do not know,do not know,do not know,know from written records,6,6,6,C 
196,2018-02-22 18:58:00,1,2,1,1,1,0,0,college or higher,False,"5,000~10,000",null,null,null,mobile phone,null,null,null,bycycle,True,null,do not know,do not know,do not know,do not know,do not know,6,6,6,C
197,2018-02-22 19:00:00,1,2,0,1,2,0,0,college or higher,False,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,bycycle,True,null,know from written records,know from written records,heard of somewhere,heard of somewhere,heard of somewhere,6,6,6,A
198,2018-02-22 19:04:00,3,3,0,0,2,2,0,college or higher,True,"5,000~10,000",null,null,null,mobile phone,null,bycycle,null,bycycle,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,8,5,6,B 
199,2018-02-22 19:04:00,2,2,0,0,3,1,1,senior high school,True,"＜5,000",null,null,null,network,null,null,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,2,5,5,A 
200,2018-02-22 19:06:00,2,1,0,1,2,0,0,vocational college,False,"10,000~20,000",null,null,null,fixed telephone; mobile phone; network,null,null,null,bycycle; car,True,null,do not know,do not know,do not know,do not know,do not know,6,10,10,B 
201,2018-02-22 19:10:00,3,2,0,3,2,0,0,college or higher,False,"＞50,000",null,null,null,fixed telephone,null,null,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard from intimates,heard from intimates,do not know,10,10,9,C 
202,2018-02-22 19:19:00,2,1,0,1,2,0,0,vocational college,False,"＞50,000",null,null,null,fixed telephone,null,null,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,know from written records,10,10,10,A 
203,2018-02-22 19:32:00,2,3,0,1,2,1,1,vocational college,False,"10,000~20,000",null,null,null,fixed telephone,null,null,bycycle,car,True,flooding,do not know,do not know,do not know,do not know,know from written records,6,6,6,A 
204,2018-02-22 19:36:00,1,1,0,0,2,0,0,college or higher,False,"20,000~50,000",null,null,null,fixed telephone; mobile phone; network,null,bycycle,bycycle,bycycle,False,null,do not know,do not know,do not know,do not know,do not know,7,7,7,A 
205,2018-02-22 19:46:00,3,3,1,0,3,2,0,college or higher,True,"＞50,000",null,null,null,fixed telephone; mobile phone,null,null,bycycle,car; bycycle,True,null,do not know,do not know,heard from intimates,heard from intimates,heard from intimates; experienced,7,7,7,D 
206,2018-02-22 19:52:00,6,6,1,1,1,1,2,senior high school,False,"＜5,000",null,null,null,mobile phone,null,null,bycycle,bycycle,False,null,know from written records,know from written records,know from written records,know from written records,know from written records,6,6,6,A
207,2018-02-22 21:49:00,2,1,0,0,0,0,2,junior high school,False,"5,000~10,000",mobile phone,mobile phone,mobile phone,network,bycycle,motor,motor,motor,True,flooding,heard of somewhere,heard from intimates,heard from intimates,heard from intimates,know from written records,6,3,4,A 
208,2018-02-22 23:43:00,3,2,0,3,2,0,0,junior high school,True,"＞50,000",network,null,null,mobile phone,null,null,bycycle,motor,True,null,heard of somewhere,know from written records,heard of somewhere,heard of somewhere,heard of somewhere,6,6,6,B
209,2018-02-23 07:19:00,1,2,0,0,1,1,1,vocational college,False,"＜5,000",null,null,fixed telephone,mobile phone,null,bycycle,bycycle,bycycle,True,null,heard of somewhere,heard of somewhere,heard from intimates,know from written records,know from written records,10,10,10,A
210,2018-02-23 07:23:00,2,1,1,1,2,0,0,vocational college,False,"＜5,000",fixed telephone,null,null,fixed telephone; mobile phone,null,null,bycycle,null,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,6,6,10,A
211,2018-02-23 08:38:00,1,1,0,1,1,0,0,vocational college,False,"＞50,000",null,null,null,mobile phone,null,null,bycycle,bycycle,True,null,know from written records,know from written records,know from written records,heard of somewhere,heard of somewhere; know from written records,6,6,6,A
212,2018-02-23 08:38:00,1,2,1,1,2,2,2,vocational college,False,"5,000~10,000",null,null,null,mobile phone; network; fixed telephone,null,bycycle,bycycle; motor,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,8,9,8,A 
213,2018-02-23 08:42:00,1,3,2,2,0,0,0,college or higher,False,"＞50,000",null,null,null,mobile phone,null,null,bycycle,car,True,null,know from written records,know from written records,know from written records,know from written records,heard of somewhere,10,10,10,B 
214,2018-02-23 08:42:00,2,2,2,0,1,1,0,vocational college,False,"＞50,000",null,null,fixed telephone,mobile phone,null,bycycle,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,8,8,8,A 
215,2018-02-23 08:46:00,1,3,0,1,1,1,1,vocational college,False,"5,000~10,000",null,null,null,mobile phone,bycycle,bycycle,bycycle,motor,True,null,do not know,do not know,do not know,do not know,do not know,5,5,5,A 
216,2018-02-23 08:58:00,1,2,1,0,2,2,2,vocational college,False,"5,000~10,000",null,null,fixed telephone,mobile phone; network,null,null,bycycle,car,True,null,know from written records,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,9,8,8,A 
217,2018-02-23 09:14:00,3,3,0,1,5,0,0,college or higher,True,"＜5,000",null,null,null,mobile phone,null,null,null,null,False,null,heard of somewhere,know from written records,heard of somewhere,heard of somewhere,heard of somewhere,6,3,6,C 
218,2018-02-23 09:24:00,2,1,0,1,0,2,0,college or higher,False,"＞50,000",null,null,null,fixed telephone; mobile phone,null,null,bycycle,car,True,null,do not know,do not know,do not know,heard of somewhere,heard of somewhere; know from written records,10,10,10,A 
219,2018-02-23 09:42:00,1,2,0,1,2,0,0,college or higher,False,"10,000~20,000",null,null,null,mobile phone; network,null,null,bycycle,bycycle,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard from intimates,heard from intimates,6,7,7,B 
220,2018-02-23 10:04:00,1,3,0,1,2,0,1,vocational college,False,"＜5,000",null,null,null,mobile phone,null,null,bycycle,motor,True,null,do not know,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,6,9,8,A 
221,2018-02-23 10:26:00,2,3,0,0,3,1,0,college or higher,True,"＞50,000",null,null,null,mobile phone,null,bycycle,bycycle,bycycle; motor,False,inundation,heard of somewhere,heard of somewhere,heard of somewhere; heard from intimates,heard of somewhere; heard from intimates,heard of somewhere,8,6,10,C 
222,2018-02-23 10:33:00,1,3,0,1,1,1,1,vocational college,False,"＞50,000",null,null,null,mobile phone; fixed telephone; network,null,bycycle,bycycle,bycycle,True,null,do not know,do not know,do not know,do not know,do not know,8,7,7,A 
223,2018-02-23 10:41:00,0,1,0,0,1,0,0,college or higher,False,"20,000~50,000",null,null,fixed telephone,fixed telephone; mobile phone; network,null,null,bycycle,null,True,null,know from written records,do not know,do not know,do not know,do not know,10,6,6,A
224,2018-02-23 10:44:00,1,2,0,1,2,0,0,senior high school,False,"5,000~10,000",null,null,null,mobile phone,null,bycycle,bycycle,bycycle,True,null,do not know,heard of somewhere,heard of somewhere,experienced,heard from intimates,6,7,6,A 
225,2018-02-23 10:44:00,1,3,0,1,1,1,1,vocational college,False,"＞50,000",null,null,null,fixed telephone; mobile phone,null,bycycle,bycycle,bycycle,True,null,do not know,do not know,do not know,do not know,do not know,7,6,6,A 
226,2018-02-23 10:45:00,1,2,0,1,2,0,0,vocational college,False,"＞50,000",null,null,null,fixed telephone,null,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,heard of somewhere,5,5,5,A 
227,2018-02-23 11:51:00,2,3,0,3,2,0,0,college or higher,True,"10,000~20,000",null,null,fixed telephone,mobile phone; network,bycycle,bycycle,motor,car,True,null,know from written records,heard of somewhere,know from written records,know from written records,know from written records,6,6,6,D 
228,2018-02-23 13:12:00,5,4,2,2,4,0,2,college or higher,False,"＞50,000",null,fixed telephone,fixed telephone,mobile phone; network; fixed telephone,null,bycycle,bycycle; motor,bycycle; car; motor,True,null,heard of somewhere; know from written records,know from written records,heard of somewhere; know from written records,heard of somewhere,heard of somewhere; heard from intimates,8,9,8,D 
229,2018-02-23 13:26:00,4,4,0,3,5,2,2,college or higher,False,"＜5,000",null,null,null,mobile phone,null,null,null,car,True,null,know from written records,know from written records,know from written records,know from written records,heard of somewhere,6,7,10,A 
230,2018-02-23 13:28:00,5,3,2,1,3,2,0,college or higher,False,"20,000~50,000",null,fixed telephone,mobile phone; fixed telephone,network; mobile phone; fixed telephone,bycycle,bycycle; motor,motor,motor,True,null,do not know,do not know,do not know,do not know,do not know,5,5,5,D 
231,2018-02-23 13:47:00,1,2,2,0,2,0,0,vocational college,False,"20,000~50,000",mobile phone,mobile phone,mobile phone,mobile phone,car,car,bycycle,motor,True,null,do not know,do not know,do not know,do not know,heard of somewhere,10,10,10,A 
232,2018-02-23 14:20:00,2,1,1,0,2,0,0,college or higher,False,"5,000~10,000",null,null,null,mobile phone,null,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,6,6,6,A
233,2018-02-23 14:24:00,1,2,0,0,2,0,0,college or higher,False,"10,000~20,000",null,null,null,mobile phone,null,null,bycycle,bycycle,False,null,do not know,do not know,do not know,do not know,do not know,8,8,8,A 
234,2018-02-23 14:33:00,2,1,1,0,2,0,0,vocational college,False,"5,000~10,000",null,null,null,mobile phone,null,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,6,6,6,A
235,2018-02-23 14:50:00,1,2,1,0,2,0,0,vocational college,False,"＞50,000",null,null,null,mobile phone,null,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,10,10,10,A 
236,2018-02-23 16:10:00,0,2,0,0,2,0,1,college or higher,False,"20,000~50,000",mobile phone,null,fixed telephone,mobile phone; network,bycycle,bycycle,motor; bycycle,car,True,null,know from written records,know from written records,know from written records,heard from intimates,know from written records,2,2,2,A
237,2018-02-23 16:19:00,3,3,0,0,1,2,1,null,False,"＜5,000",null,null,fixed telephone,mobile phone,null,bycycle,motor,car,False,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard from intimates,6,6,10,A
238,2018-02-23 17:01:00,2,1,0,1,2,0,0,college or higher,False,"5,000~10,000",null,null,null,mobile phone,null,null,null,car,True,null,do not know,do not know,do not know,do not know,do not know,6,10,6,A 
239,2018-02-23 19:06:00,2,1,0,1,1,1,0,college or higher,False,"10,000~20,000",null,null,null,fixed telephone; mobile phone; network,null,null,motor,car,True,flooding,do not know,heard of somewhere,heard of somewhere,heard from intimates,do not know,8,9,10,A 
